Observation,Measure,Measure,Area Code,Area,Year,Quarter
300555.6666666667,All dwellings,All dwellings,K04000001,England and Wales,2019,Q4
302313.6666666667,All dwellings,All dwellings,K04000001,England and Wales,2020,Q1
290237,All dwellings,All dwellings,K04000001,England and Wales,2020,Q2
328268.6666666667,All dwellings,All dwellings,K04000001,England and Wales,2020,Q3
341070.3333333333,All dwellings,All dwellings,K04000001,England and Wales,2020,Q4
358333.3333333333,All dwellings,All dwellings,K04000001,England and Wales,2021,Q1
355878.3333333333,All dwellings,All dwellings,K04000001,England and Wales,2021,Q2
306184,All dwellings,All dwellings,K04000001,England and Wales,2021,Q3
324392,All dwellings,All dwellings,K04000001,England and Wales,2021,Q4
343258,All dwellings,All dwellings,K04000001,England and Wales,2022,Q1
350667.6666666667,All dwellings,All dwellings,K04000001,England and Wales,2022,Q2
368861,All dwellings,All dwellings,K04000001,England and Wales,2022,Q3
355364,All dwellings,All dwellings,K04000001,England and Wales,2022,Q4
340174.6666666667,All dwellings,All dwellings,K04000001,England and Wales,2023,Q1
64472,All dwellings,All dwellings,E92000001,England,1992,Q2
66006,All dwellings,All dwellings,E92000001,England,1992,Q3
61333,All dwellings,All dwellings,E92000001,England,1992,Q4
62951,All dwellings,All dwellings,E92000001,England,1993,Q1
63723,All dwellings,All dwellings,E92000001,England,1993,Q2
65969,All dwellings,All dwellings,E92000001,England,1993,Q3
64878,All dwellings,All dwellings,E92000001,England,1993,Q4
65100,All dwellings,All dwellings,E92000001,England,1994,Q1
67174,All dwellings,All dwellings,E92000001,England,1994,Q2
68541,All dwellings,All dwellings,E92000001,England,1994,Q3
68838,All dwellings,All dwellings,E92000001,England,1994,Q4
64885,All dwellings,All dwellings,E92000001,England,1995,Q1
67609,All dwellings,All dwellings,E92000001,England,1995,Q2
70611,All dwellings,All dwellings,E92000001,England,1995,Q3
68898,All dwellings,All dwellings,E92000001,England,1995,Q4
68320,All dwellings,All dwellings,E92000001,England,1996,Q1
71235,All dwellings,All dwellings,E92000001,England,1996,Q2
75651,All dwellings,All dwellings,E92000001,England,1996,Q3
71760,All dwellings,All dwellings,E92000001,England,1996,Q4
75016,All dwellings,All dwellings,E92000001,England,1997,Q1
78437,All dwellings,All dwellings,E92000001,England,1997,Q2
81186,All dwellings,All dwellings,E92000001,England,1997,Q3
79026,All dwellings,All dwellings,E92000001,England,1997,Q4
80650,All dwellings,All dwellings,E92000001,England,1998,Q1
83933,All dwellings,All dwellings,E92000001,England,1998,Q2
88147,All dwellings,All dwellings,E92000001,England,1998,Q3
85731,All dwellings,All dwellings,E92000001,England,1998,Q4
87294,All dwellings,All dwellings,E92000001,England,1999,Q1
93136,All dwellings,All dwellings,E92000001,England,1999,Q2
100974,All dwellings,All dwellings,E92000001,England,1999,Q3
100250,All dwellings,All dwellings,E92000001,England,1999,Q4
101606,All dwellings,All dwellings,E92000001,England,2000,Q1
107022,All dwellings,All dwellings,E92000001,England,2000,Q2
108395,All dwellings,All dwellings,E92000001,England,2000,Q3
110201,All dwellings,All dwellings,E92000001,England,2000,Q4
112931,All dwellings,All dwellings,E92000001,England,2001,Q1
118927,All dwellings,All dwellings,E92000001,England,2001,Q2
124379,All dwellings,All dwellings,E92000001,England,2001,Q3
119682,All dwellings,All dwellings,E92000001,England,2001,Q4
120711,All dwellings,All dwellings,E92000001,England,2002,Q1
134149,All dwellings,All dwellings,E92000001,England,2002,Q2
145378,All dwellings,All dwellings,E92000001,England,2002,Q3
144636,All dwellings,All dwellings,E92000001,England,2002,Q4
144166,All dwellings,All dwellings,E92000001,England,2003,Q1
153301,All dwellings,All dwellings,E92000001,England,2003,Q2
174437,All dwellings,All dwellings,E92000001,England,2003,Q3
176847,All dwellings,All dwellings,E92000001,England,2003,Q4
179479,All dwellings,All dwellings,E92000001,England,2004,Q1
189063,All dwellings,All dwellings,E92000001,England,2004,Q2
201071,All dwellings,All dwellings,E92000001,England,2004,Q3
198395,All dwellings,All dwellings,E92000001,England,2004,Q4
198752,All dwellings,All dwellings,E92000001,England,2005,Q1
202223,All dwellings,All dwellings,E92000001,England,2005,Q2
210734,All dwellings,All dwellings,E92000001,England,2005,Q3
197926,All dwellings,All dwellings,E92000001,England,2005,Q4
202725,All dwellings,All dwellings,E92000001,England,2006,Q1
208911,All dwellings,All dwellings,E92000001,England,2006,Q2
223419,All dwellings,All dwellings,E92000001,England,2006,Q3
221124,All dwellings,All dwellings,E92000001,England,2006,Q4
225914,All dwellings,All dwellings,E92000001,England,2007,Q1
227127,All dwellings,All dwellings,E92000001,England,2007,Q2
240966.19585533286,All dwellings,All dwellings,E92000001,England,2007,Q3
234209.2428302958,All dwellings,All dwellings,E92000001,England,2007,Q4
236383.4844464257,All dwellings,All dwellings,E92000001,England,2008,Q1
237799.3591727628,All dwellings,All dwellings,E92000001,England,2008,Q2
243573.44906650123,All dwellings,All dwellings,E92000001,England,2008,Q3
230691.91342468504,All dwellings,All dwellings,E92000001,England,2008,Q4
224848.721281581,All dwellings,All dwellings,E92000001,England,2009,Q1
223375.67226748742,All dwellings,All dwellings,E92000001,England,2009,Q2
243928.5909700702,All dwellings,All dwellings,E92000001,England,2009,Q3
241894.85544066262,All dwellings,All dwellings,E92000001,England,2009,Q4
262740.9125488113,All dwellings,All dwellings,E92000001,England,2010,Q1
259468.55516312143,All dwellings,All dwellings,E92000001,England,2010,Q2
268649.9274642403,All dwellings,All dwellings,E92000001,England,2010,Q3
253909.2819920769,All dwellings,All dwellings,E92000001,England,2010,Q4
255013.2736547779,All dwellings,All dwellings,E92000001,England,2011,Q1
250036.40616366352,All dwellings,All dwellings,E92000001,England,2011,Q2
264626.7932116546,All dwellings,All dwellings,E92000001,England,2011,Q3
252476.30999999997,All dwellings,All dwellings,E92000001,England,2011,Q4
248768.39196866922,All dwellings,All dwellings,E92000001,England,2012,Q1
255157.38662902627,All dwellings,All dwellings,E92000001,England,2012,Q2
264480.6177333333,All dwellings,All dwellings,E92000001,England,2012,Q3
256197.35153333333,All dwellings,All dwellings,E92000001,England,2012,Q4
253175.14260063707,All dwellings,All dwellings,E92000001,England,2013,Q1
254850.89377329874,All dwellings,All dwellings,E92000001,England,2013,Q2
270889.13364510465,All dwellings,All dwellings,E92000001,England,2013,Q3
264484.28505776695,All dwellings,All dwellings,E92000001,England,2013,Q4
270883.5749333333,All dwellings,All dwellings,E92000001,England,2014,Q1
275316.4864735582,All dwellings,All dwellings,E92000001,England,2014,Q2
288785.81364484597,All dwellings,All dwellings,E92000001,England,2014,Q3
276467.6666666667,All dwellings,All dwellings,E92000001,England,2014,Q4
281212.6666666667,All dwellings,All dwellings,E92000001,England,2015,Q1
281836.6666666667,All dwellings,All dwellings,E92000001,England,2015,Q2
304023,All dwellings,All dwellings,E92000001,England,2015,Q3
296424.2833333333,All dwellings,All dwellings,E92000001,England,2015,Q4
310040.82969554584,All dwellings,All dwellings,E92000001,England,2016,Q1
283167.8120011002,All dwellings,All dwellings,E92000001,England,2016,Q2
302088.84416468645,All dwellings,All dwellings,E92000001,England,2016,Q3
298548.84697444853,All dwellings,All dwellings,E92000001,England,2016,Q4
291964.8470099543,All dwellings,All dwellings,E92000001,England,2017,Q1
297527.7055825193,All dwellings,All dwellings,E92000001,England,2017,Q2
305867.9605967324,All dwellings,All dwellings,E92000001,England,2017,Q3
295604.24842200143,All dwellings,All dwellings,E92000001,England,2017,Q4
297704.248594573,All dwellings,All dwellings,E92000001,England,2018,Q1
297314.8770822598,All dwellings,All dwellings,E92000001,England,2018,Q2
308070.5688459086,All dwellings,All dwellings,E92000001,England,2018,Q3
297579.8670134414,All dwellings,All dwellings,E92000001,England,2018,Q4
292136916115867,All dwellings,All dwellings,E92000001,England,2019,Q1
293927.3333333333,All dwellings,All dwellings,E92000001,England,2019,Q2
307321.3333333333,All dwellings,All dwellings,E92000001,England,2019,Q3
306272.6666666667,All dwellings,All dwellings,E92000001,England,2019,Q4
308011,All dwellings,All dwellings,E92000001,England,2020,Q1
295366.6666666667,All dwellings,All dwellings,E92000001,England,2020,Q2
333202.6666666667,All dwellings,All dwellings,E92000001,England,2020,Q3
347266.6666666667,All dwellings,All dwellings,E92000001,England,2020,Q4
364031,All dwellings,All dwellings,E92000001,England,2021,Q1
361983,All dwellings,All dwellings,E92000001,England,2021,Q2
310666.3333333333,All dwellings,All dwellings,E92000001,England,2021,Q3
330471.3333333333,All dwellings,All dwellings,E92000001,England,2021,Q4
349244,All dwellings,All dwellings,E92000001,England,2022,Q1
356226,All dwellings,All dwellings,E92000001,England,2022,Q2
374920,All dwellings,All dwellings,E92000001,England,2022,Q3
360983.6666666667,All dwellings,All dwellings,E92000001,England,2022,Q4
345409,All dwellings,All dwellings,E92000001,England,2023,Q1
49105,All dwellings,All dwellings,E12000001,North East,1992,Q2
46595,All dwellings,All dwellings,E12000001,North East,1992,Q3
46034,All dwellings,All dwellings,E12000001,North East,1992,Q4
46515,All dwellings,All dwellings,E12000001,North East,1993,Q1
48351,All dwellings,All dwellings,E12000001,North East,1993,Q2
51434,All dwellings,All dwellings,E12000001,North East,1993,Q3
47739,All dwellings,All dwellings,E12000001,North East,1993,Q4
47950,All dwellings,All dwellings,E12000001,North East,1994,Q1
48837,All dwellings,All dwellings,E12000001,North East,1994,Q2
47285,All dwellings,All dwellings,E12000001,North East,1994,Q3
51710,All dwellings,All dwellings,E12000001,North East,1994,Q4
43496,All dwellings,All dwellings,E12000001,North East,1995,Q1
47406,All dwellings,All dwellings,E12000001,North East,1995,Q2
48295,All dwellings,All dwellings,E12000001,North East,1995,Q3
47312,All dwellings,All dwellings,E12000001,North East,1995,Q4
49971,All dwellings,All dwellings,E12000001,North East,1996,Q1
53161,All dwellings,All dwellings,E12000001,North East,1996,Q2
52329,All dwellings,All dwellings,E12000001,North East,1996,Q3
47927,All dwellings,All dwellings,E12000001,North East,1996,Q4
49949,All dwellings,All dwellings,E12000001,North East,1997,Q1
53357,All dwellings,All dwellings,E12000001,North East,1997,Q2
51609,All dwellings,All dwellings,E12000001,North East,1997,Q3
55412,All dwellings,All dwellings,E12000001,North East,1997,Q4
53197,All dwellings,All dwellings,E12000001,North East,1998,Q1
57096,All dwellings,All dwellings,E12000001,North East,1998,Q2
56373,All dwellings,All dwellings,E12000001,North East,1998,Q3
56621,All dwellings,All dwellings,E12000001,North East,1998,Q4
58241,All dwellings,All dwellings,E12000001,North East,1999,Q1
62550,All dwellings,All dwellings,E12000001,North East,1999,Q2
63198,All dwellings,All dwellings,E12000001,North East,1999,Q3
61817,All dwellings,All dwellings,E12000001,North East,1999,Q4
58373,All dwellings,All dwellings,E12000001,North East,2000,Q1
66597,All dwellings,All dwellings,E12000001,North East,2000,Q2
64113,All dwellings,All dwellings,E12000001,North East,2000,Q3
64704,All dwellings,All dwellings,E12000001,North East,2000,Q4
61506,All dwellings,All dwellings,E12000001,North East,2001,Q1
69206,All dwellings,All dwellings,E12000001,North East,2001,Q2
71277,All dwellings,All dwellings,E12000001,North East,2001,Q3
74540,All dwellings,All dwellings,E12000001,North East,2001,Q4
68811,All dwellings,All dwellings,E12000001,North East,2002,Q1
77399,All dwellings,All dwellings,E12000001,North East,2002,Q2
79671,All dwellings,All dwellings,E12000001,North East,2002,Q3
87095,All dwellings,All dwellings,E12000001,North East,2002,Q4
82044,All dwellings,All dwellings,E12000001,North East,2003,Q1
96272,All dwellings,All dwellings,E12000001,North East,2003,Q2
106518,All dwellings,All dwellings,E12000001,North East,2003,Q3
111312,All dwellings,All dwellings,E12000001,North East,2003,Q4
110424,All dwellings,All dwellings,E12000001,North East,2004,Q1
126250,All dwellings,All dwellings,E12000001,North East,2004,Q2
133424,All dwellings,All dwellings,E12000001,North East,2004,Q3
136348,All dwellings,All dwellings,E12000001,North East,2004,Q4
131979,All dwellings,All dwellings,E12000001,North East,2005,Q1
138302,All dwellings,All dwellings,E12000001,North East,2005,Q2
139126,All dwellings,All dwellings,E12000001,North East,2005,Q3
131434,All dwellings,All dwellings,E12000001,North East,2005,Q4
130612,All dwellings,All dwellings,E12000001,North East,2006,Q1
138621,All dwellings,All dwellings,E12000001,North East,2006,Q2
146536,All dwellings,All dwellings,E12000001,North East,2006,Q3
148733,All dwellings,All dwellings,E12000001,North East,2006,Q4
148160,All dwellings,All dwellings,E12000001,North East,2007,Q1
150020,All dwellings,All dwellings,E12000001,North East,2007,Q2
155478.23876321912,All dwellings,All dwellings,E12000001,North East,2007,Q3
155520.2541545648,All dwellings,All dwellings,E12000001,North East,2007,Q4
154427.14881337114,All dwellings,All dwellings,E12000001,North East,2008,Q1
1624214100543968,All dwellings,All dwellings,E12000001,North East,2008,Q2
160625.17729453885,All dwellings,All dwellings,E12000001,North East,2008,Q3
156654.93504991708,All dwellings,All dwellings,E12000001,North East,2008,Q4
152883.47916170346,All dwellings,All dwellings,E12000001,North East,2009,Q1
150074.40504514778,All dwellings,All dwellings,E12000001,North East,2009,Q2
157584.5648449268,All dwellings,All dwellings,E12000001,North East,2009,Q3
166756.77843327713,All dwellings,All dwellings,E12000001,North East,2009,Q4
160181.5313272873,All dwellings,All dwellings,E12000001,North East,2010,Q1
165451.40246941298,All dwellings,All dwellings,E12000001,North East,2010,Q2
164533.1535070089,All dwellings,All dwellings,E12000001,North East,2010,Q3
156007.1952513567,All dwellings,All dwellings,E12000001,North East,2010,Q4
153800.6063598459,All dwellings,All dwellings,E12000001,North East,2011,Q1
155305.73325835972,All dwellings,All dwellings,E12000001,North East,2011,Q2
153418.49614483185,All dwellings,All dwellings,E12000001,North East,2011,Q3
150582.19666666666,All dwellings,All dwellings,E12000001,North East,2011,Q4
148082.15501832395,All dwellings,All dwellings,E12000001,North East,2012,Q1
152405.6320337298,All dwellings,All dwellings,E12000001,North East,2012,Q2
157749.48176666666,All dwellings,All dwellings,E12000001,North East,2012,Q3
151767.72826666667,All dwellings,All dwellings,E12000001,North East,2012,Q4
151721.39915452455,All dwellings,All dwellings,E12000001,North East,2013,Q1
154998.29635164444,All dwellings,All dwellings,E12000001,North East,2013,Q2
156525.7803254902,All dwellings,All dwellings,E12000001,North East,2013,Q3
154288.5285765303,All dwellings,All dwellings,E12000001,North East,2013,Q4
153983.79356666666,All dwellings,All dwellings,E12000001,North East,2014,Q1
160006.78331766807,All dwellings,All dwellings,E12000001,North East,2014,Q2
165386.2309537544,All dwellings,All dwellings,E12000001,North East,2014,Q3
167045.33333333334,All dwellings,All dwellings,E12000001,North East,2014,Q4
165296.33333333334,All dwellings,All dwellings,E12000001,North East,2015,Q1
165914.66666666666,All dwellings,All dwellings,E12000001,North East,2015,Q2
172987,All dwellings,All dwellings,E12000001,North East,2015,Q3
166803.30666666667,All dwellings,All dwellings,E12000001,North East,2015,Q4
